cluster-0000-0000,寺院,寺院観光,寺院の建物,寺院建築,大きな寺院
cluster-0000-0001,知恩院,知恩寺
cluster-0054-0000-0000,ジャガイモ料理
cluster-0054-0000-0001,肉じゃが
cluster-0055-0000-0000,味噌鍋,味噌,味噌汁
cluster-0055-0000-0001,冷製コーンスープ,スープ
cluster-0055-0000-0002,蕎麦屋,蕎麦
cluster-0055-0000-0003,京都ラーメン,ラーメン,麺類
cluster-0055-0001,パスタ,スパゲティ,イタリア料理
cluster-0055-0002-0000-0000-0000,フォカッチャ
cluster-0055-0002-0000-0000-0001,ピザ
cluster-0055-0002-0001,チーズフォンデュ
cluster-0055-0003-0000,海鮮丼,海鮮焼き,卵焼き
cluster-0055-0003-0001-0000-0000-0000-0000,サラダ
cluster-0055-0003-0001-0000-0000-0000-0001,寿司
cluster-0055-0003-0001-0001,おにぎり
cluster-0055-0003-0002-0000,刺身,刺身料理
cluster-0055-0003-0002-0001-0000,お惣菜,惣菜屋
cluster-0055-0003-0002-0001-0001,前菜
cluster-0055-0003-0002-0001-0002,和香菜
cluster-0056-0000,豆腐製品,湯豆腐,豆腐と湯葉料理,豆腐,豆腐ドーナツ
cluster-0056-0001-0000-0000-0000-0000-0000,地元の特産品
cluster-0056-0001-0000-0000-0000-0000-0001,天然記念物
cluster-0056-0001-0000-0001-0000-0000-0000,プチサイズの食品
cluster-0056-0001-0000-0001-0000-0000-0001,本店限定のテイクアウト商品
cluster-0056-0001-0000-0002,七味唐辛子
cluster-0056-0001-0001,干物,干物・乾物
cluster-0056-0001-0002,唐揚げ,揚げ物
cluster-0056-0002,野菜料理,野菜,野菜販売,京野菜
cluster-0056-0003,漬物,漬物屋,漬物店,しば漬け,お漬物
cluster-0057-0000-0000-0000-0000-0000-0000,酒場
cluster-0057-0000-0000-0000-0000-0000-0001,酒樽
cluster-0057-0000-0000-0001,お酒,酒粕,利き酒
cluster-0057-0000-0001,飲み比べセット,飲み物,ドリンク,飲み放題
cluster-0057-0001,酒蔵見学,酒蔵,お酒の資料館,サントリー工場見学
cluster-0057-0002,日本酒,日本酒産業,日本酒の歴史
cluster-0057-0003,酒造,酒造り,酒造りの道具,お酒の製造工程,酒造業
cluster-0058,カフェ,図書館カフェ,おしゃれなカフェ
cluster-0059,コーヒー,無料のコーヒー,コーヒーのサービス,無料コーヒーサービス
cluster-0060,お茶屋さん,喫茶室,お茶屋,茶屋,茶店,茶室,喫茶店
cluster-0061,抹茶飲料,抹茶,お茶と和菓子,抹茶パフェ,お抹茶,抹茶と菓子,お抹茶とお菓子,お茶とお菓子
cluster-0062,紅茶,お茶の淹れ方,お茶,茶道具,日本茶,ほうじ茶,煎茶,宇治,茶道,宇治茶,茶
cluster-0063-0000,手作り体験,ランプ作り体験,コインケース作り体験,ケース作り体験,レザークラフト体験,箸袋作り体験,豆腐作り体験,饅頭作り体験,工芸体験,製作体験
cluster-0063-0001,体験,経験,体験工房,体験活動,体験型施設
cluster-0063-0002,染め体験,ハンカチ染め体験
cluster-0063-0003,和装体験,変身体験
cluster-0063-0004-0000,シルバーリング,シルバーリング作り,シルバーリング制作
cluster-0063-0004-0001,手作りリング,リング作り,指輪作り体験,リング作り体験,オリジナルリング作り,リング制作,指輪作り
cluster-0063-0004-0002,指輪,指輪の種類,リング,リングと指輪のデザインとサイズ
cluster-0063-0004-0003,念珠作り体験,数珠作り,木の念珠,珠,念珠
cluster-0063-0004-0004,バングル作り,バングル,バングル作り体験
cluster-0063-0004-0005,アクセサリー,シルバーアクセサリー,アクセサリー作り,アクセサリー作り体験,スマホアクセサリー
cluster-0064,撮影禁止,写真撮影禁止,禁止事項
cluster-0065,写真プレゼント,記念写真
cluster-0066,写真撮影,写真,撮影,写真映え
cluster-0067,カメラマン
cluster-0068,フォトスポット,スタジオ,写真スポット,セルフ写真館,聚光院,写真撮影スポット,撮影スポット,スタジオ撮影プラン,写真撮影場所
cluster-0069-0000,イルミネーション,光,ライト,照明,ライトアップ,光の効果,輝き
cluster-0069-0001,ランプ,和紙キャンドルランプコース,和紙ランプ,糸巻きランプ体験,糸巻きランプ,糸巻きランプ作り
cluster-0069-0002,キャンドル,ろうそく
cluster-0069-0003,灯籠,灯台,灯篭,提灯
cluster-0070,着物,着物の選択,着物の種類,浴衣の種類と選び方,浴衣,着物レンタル,着物体験,着物選び,着物の選択肢,レースの着物と帯,着物の柄
cluster-0071-0000,レンガ造り,レンガの歴史,レンガ造りの建物,レンガ
cluster-0071-0001,建物,建築物,建築,建築構造物
cluster-0071-0002,木造建築,石造り構造物
cluster-0072,デザインの選択肢,デザイン
cluster-0073,空間デザイン,建築デザイン
cluster-0074,辰野金吾設計
cluster-0075,インテリア,洋風建築,和風建築,和風インテリア
cluster-0076,天井のデザイン,天井と壁の装飾
cluster-0077,天井,天井画
cluster-0078,血天井
cluster-0079-0000,鶯張りの廊下,鶯張りの床
cluster-0079-0001-0000-0000-0000,ガラス張り
cluster-0079-0001-0000-0000-0001,白壁
cluster-0080,改修工事,工事,工事中,工事・修復
cluster-0081,作業,作業工程,工程
cluster-0082,作成,制作物,製作,制作,作る,作り方,自作,手作り,手作り市
cluster-0083,陶芸体験,陶芸,粘土
cluster-0084,伝統工芸士,職人,職人技
cluster-0085-0000-0000-0000-0000,革と皮の色と種類
cluster-0085-0000-0000-0000-0001,レザー製品
cluster-0085-0001,革工芸
cluster-0086,絞り染め,絞り
cluster-0087,染料,染色
cluster-0088,染め,染め方,染め物
cluster-0089-0000,ヘアスタイル,ヘアセット,髪飾り,ヘアケア,髪型,ヘアメイク,ヘアアクセサリー
cluster-0089-0001,着付け,メイク,着付けとヘアメイク,化粧
cluster-0089-0002,装飾品,庭園の装飾品
cluster-0089-0003-0000,飾り付け,絵付け
cluster-0089-0003-0001,加工
cluster-0090-0000,静か,静けさ,静かさ,静寂
cluster-0090-0001,疲れの癒し,疲れ
cluster-0090-0002-0000-0000-0000,修復
cluster-0090-0002-0000-0000-0001,病気や怪我の回復
cluster-0090-0003-0000,リラックス,リラックスした観光,リラックスした時間
cluster-0090-0003-0001,落ち着く,落ち着き
cluster-0090-0003-0002,癒しと落ち着き,癒し
cluster-0090-0003-0003,居心地の良い場所,心が落ち着く場所,心の安らぎ
cluster-0091-0000,美味しさ,美味しい,味,味覚,香り,甘味,感覚,甘さ,食感,美味しいもの
cluster-0091-0001,楽しむ,楽しさ,楽しい,楽しい時間
cluster-0091-0002,満足度,満足感,満足
cluster-0091-0003,簡便さ,利便性,快適さ,便利
cluster-0092,感情,気持ち,感動
cluster-0093-0000-0000-0000-0000,温度
cluster-0093-0000-0000-0000-0001,距離
cluster-0093-0001,態度
cluster-0094-0000-0000,迫力,パワー
cluster-0094-0000-0001,エネルギー,効能,活気
cluster-0094-0001,量,体力,力
cluster-0094-0002-0000-0000-0000,ボリューム
cluster-0094-0002-0000-0000-0001,おりょう
cluster-0095-0000,空気,風情,空気感,風情ある,風,風雅
cluster-0095-0001,天気,気象条件,天候
cluster-0095-0002,涼しさ,涼しい
cluster-0095-0003,暑さ,寒さ
cluster-0096,広い,広さ,広大,広大さ,広場,広い場所
cluster-0097,サイズ,高さ,大きさ
cluster-0098,綺麗,美しさ,美しい,綺麗さ,美人
cluster-0099,見応え,見る価値
cluster-0100,都市景観,美観
cluster-0101,規模感,壮観
cluster-0102-0000,外観,外観デザイン,見た目
cluster-0102-0001-0000-0000-0000,形状
cluster-0102-0001-0000-0000-0001,模様
cluster-0102-0002-0000-0000-0000,顔
cluster-0102-0002-0000-0000-0001,表情
cluster-0103-0000,シアター,劇場,舞台からの眺め,舞台
cluster-0103-0001-0000-0000-0000,狂言
cluster-0103-0001-0000-0000-0001,演者・役者
cluster-0104-0000,時代劇の撮影,時代劇
cluster-0104-0001-0000,映画,映画撮影場所
cluster-0104-0001-0001,映画マトリックス
cluster-0105-0000,イベント,イベント開催,音楽イベント,イベント情報,月見イベント
cluster-0105-0001,ショール,ショー,シャワー
cluster-0105-0002-0000,展覧会,催し物
cluster-0105-0002-0001,プリキュアショー
cluster-0106-0000,返却時間,返却
cluster-0106-0001-0000-0000-0000,タイムスリップ
cluster-0106-0001-0000-0000-0001,レトロ
cluster-0107,待ち時間,待機時間
cluster-0108,時間,スケジュール,営業時間,時間帯
cluster-0109-0000-0000,平日
cluster-0109-0000-0001,閑散期
cluster-0110,空間,スペース,宇宙
cluster-0111,異空間,異次元空間,異世界
cluster-0112-0000,空中通路,空中回廊
cluster-0112-0001-0000-0000-0000,くぐる
cluster-0112-0001-0000-0000-0001,トンネル
cluster-0112-0002-0000-0000-0000,フロア
cluster-0112-0002-0000-0000-0001,部屋
cluster-0112-0002-0001-0000-0000-0000-0000,廊下
cluster-0112-0002-0001-0000-0000-0000-0001,ホール
cluster-0112-0002-0001-0001,欄間
cluster-0113-0000,水泳,海水浴
cluster-0113-0001,サーフィン
cluster-0114,アクティビティ,アウトドア活動,ウォータースポーツ,ウォーターアクティビティ
cluster-0115-0000,運動,スポーツ
cluster-0115-0001,生活
cluster-0116-0000-0000,バイキング
cluster-0116-0000-0001,侍
cluster-0117-0000-0000-0000-0000,持ち帰り
cluster-0117-0000-0000-0000-0001,配送
cluster-0117-0001,ゴミ
cluster-0118-0000-0000-0000-0000-0000-0000,担当者
cluster-0118-0000-0000-0000-0000-0000-0001,ホスト
cluster-0118-0000-0000-0001,エンターテイナー
cluster-0118-0000-0001-0000-0000,初心者
cluster-0118-0000-0001-0000-0001,アシスタント
cluster-0118-0001-0000-0000-0000,ムード
cluster-0118-0001-0000-0000-0001,マナー
cluster-0118-0002-0000-0000-0000,パス
cluster-0118-0002-0000-0000-0001,ポスト
cluster-0118-0002-0001,ポルタ
cluster-0119-0000-0000,運航,フライト
cluster-0119-0000-0001,運転体験,運転,ドライブ
cluster-0119-0001-0000,キャンペーン,キャンプ
cluster-0119-0001-0001,広告,コマーシャル
cluster-0119-0002-0000-0000-0000,リニューアル
cluster-0119-0002-0000-0000-0001,アナウンス
cluster-0119-0002-0001,アレンジ
cluster-0119-0003-0000-0000-0000,スリル
cluster-0119-0003-0000-0000-0001,アトラクション
cluster-0119-0004-0000-0000-0000,ゲーム
cluster-0119-0004-0000-0000-0001,アーケード
cluster-0119-0004-0001,シミュレーション
cluster-0120-0000,キザクラカッパカントリー,カッパカントリー
cluster-0120-0001,カート,ゴーカート
cluster-0121-0000-0000-0000-0000,ランタンエリア
cluster-0121-0000-0000-0000-0001,SL展示エリア
cluster-0121-0001,琳派展示
cluster-0121-0002,SL
cluster-0122-0000-0000-0000-0000,ジオラマ
cluster-0122-0000-0000-0000-0001,立体曼荼羅
cluster-0122-0001-0000-0000-0000,地図
cluster-0122-0001-0000-0000-0001,プロジェクションマッピング
cluster-0122-0002-0000-0000-0000,グラデーション
cluster-0122-0002-0000-0000-0001,グランピング
cluster-0123-0000-0000-0000-0000,JR
cluster-0123-0000-0000-0000-0001,JRバス
cluster-0123-0001-0000-0000-0000,プラレール
cluster-0123-0001-0000-0000-0001,モノレール
cluster-0123-0001-0001-0000-0000,トワイライトエクスプレス
cluster-0123-0001-0001-0000-0001,リッチ号
cluster-0124-0000-0000-0000-0000,ビール
cluster-0124-0000-0000-0000-0001,ビル
cluster-0124-0001-0000-0000-0000,バーデゾーン
cluster-0124-0001-0000-0000-0001,当尾地区
cluster-0124-0002-0000-0000-0000,オードブル
cluster-0124-0002-0000-0000-0001,ビューランド
cluster-0125-0000-0000-0000-0000,タンブラー
cluster-0125-0000-0000-0000-0001,ジャグジー
cluster-0125-0001-0000-0000-0000,ブランコ
cluster-0125-0001-0000-0000-0001,ブレスレット
cluster-0125-0002,リゾット
cluster-0126-0000-0000-0000-0000,五色の座玉
cluster-0126-0000-0000-0000-0001,ろくろ
cluster-0126-0001,キューブ
cluster-0126-0002,電動ろくろ
cluster-0127-0000,指導者,指導
cluster-0127-0001,教え方,教える
cluster-0127-0002,インストラクター,先生,講師
cluster-0128-0000,修学旅行,修学旅行生
cluster-0128-0001,学業,学業成就
cluster-0128-0002,教育,教育者
cluster-0128-0003-0000-0000-0000,大学
cluster-0128-0003-0000-0000-0001,学生
cluster-0129,説明,説明と解説,解説,説法
cluster-0130-0000,言語,言語サービス
cluster-0130-0001,多言語対応
cluster-0130-0002,英語
cluster-0131-0000,会話,雑談,お話
cluster-0131-0001-0000-0000-0000,コミュニケーション
cluster-0131-0001-0000-0000-0001,人間関係
cluster-0132-0000,金堂,金属,金箔,金色
cluster-0132-0001,道,公開,行列,方法
cluster-0132-0002-0000,色,像
cluster-0132-0002-0001,音
cluster-0133,対応,対応策
cluster-0134,感染対策,コロナ対策
cluster-0135-0000,支援,サポート
cluster-0135-0001,アドバイス,助言
cluster-0135-0002,おすすめ,推薦
cluster-0136-0000,清潔感,清潔,清掃
cluster-0136-0001,品質,水質
cluster-0136-0002-0000-0000-0000,安全
cluster-0136-0002-0000-0000-0001,警備
cluster-0136-0002-0001,保険
cluster-0136-0002-0002,火災
cluster-0137-0000,資料,情報,資料展示
cluster-0137-0001-0000-0000-0000,達成
cluster-0137-0001-0000-0000-0001,恋愛成就
cluster-0137-0002-0000-0000-0000,利用
cluster-0137-0002-0000-0000-0001,ご利益
cluster-0137-0003-0000-0000-0000,特別公開
cluster-0137-0003-0000-0000-0001,秘仏
cluster-0137-0003-0001-0000-0000-0000-0000,大政奉還
cluster-0137-0003-0001-0000-0000-0000-0001,北政所
cluster-0137-0003-0001-0001,近代的
cluster-0138-0000,足湯,足元
cluster-0138-0001,履物,草履
cluster-0138-0002,ヒール靴,靴
cluster-0138-0003,歩きやすい靴,運動靴
cluster-0139-0000,ファッション,カジュアルウェア,服装,衣服
cluster-0139-0001,バッグ,トートバッグ,カバン
cluster-0139-0002-0000-0000-0000,手袋
cluster-0139-0002-0000-0000-0001,巾着
cluster-0139-0003-0000-0000-0000,Tシャツ
cluster-0139-0003-0000-0000-0001,ハンカチ
cluster-0139-0003-0001,エプロン
cluster-0140,タオル,タオル類,タオルセット
cluster-0141-0000-0000-0000-0000,畳
cluster-0141-0000-0000-0000-0001,寝具
cluster-0141-0001,絨毯
cluster-0142-0000-0000-0000-0000,テーブル
cluster-0142-0000-0000-0000-0001,ベンチ
cluster-0142-0001,デッキ
cluster-0143-0000-0000-0000-0000,席
cluster-0143-0000-0000-0000-0001,セット
cluster-0143-0001,札
cluster-0144,出来,出来上がり,出来栄え,出来立て
cluster-0145,完成,完成品,完成度
cluster-0146,仕上げ,仕上がり,焼き上がり
cluster-0147-0000-0000-0000-0000-0000-0000,シンボル
cluster-0147-0000-0000-0000-0000-0000-0001,五芒星
cluster-0147-0000-0000-0001,通し矢
cluster-0147-0000-0001-0000-0000-0000-0000,糸
cluster-0147-0000-0001-0000-0000-0000-0001,文字列
cluster-0147-0000-0001-0001-0000-0000-0000,帯
cluster-0147-0000-0001-0001-0000-0000-0001,柄
cluster-0147-0000-0001-0001-0001,お太鼓結び
cluster-0147-0001,筆の使い方,ボールペン
cluster-0147-0002,縫う作業,刺繍
cluster-0147-0003-0000-0000-0000,刻印
cluster-0147-0003-0000-0000-0001,弾痕
cluster-0147-0004-0000,扇子,扇
cluster-0147-0004-0001-0000-0000-0000-0000,吹き抜け
cluster-0147-0004-0001-0000-0000-0000-0001,見晴らし
cluster-0147-0004-0001-0001,窓
cluster-0147-0005-0000,刀剣,刀傷
cluster-0147-0005-0001-0000-0000,半跏思惟像
cluster-0147-0005-0001-0000-0001,半かつら
cluster-0147-0005-0002-0000-0000-0000-0000,着崩れ
cluster-0147-0005-0002-0000-0000-0000-0001,柱の傷
cluster-0147-0005-0002-0001,杖
cluster-0148-0000,サンプル,見本
cluster-0148-0001,試食,試飲
cluster-0148-0002,受験生,試験
cluster-0149,舞妓さん,舞踊,舞妓体験
cluster-0150,随求堂胎内めぐり,胎内巡り
cluster-0151,練りきり体験,練り切り
cluster-0152,写経,読経
cluster-0153-0000,メッセージプレートサービス,メッセージカード,メッセージと写真
cluster-0153-0001-0000,記念日,記念
cluster-0153-0001-0001,思い出,旅行の思い出
cluster-0154-0000,ペアリング,ペアリング作り
cluster-0154-0001,カップル,カップルプラン,結婚式
cluster-0155,プラン,計画
cluster-0156,予約,事前予約,予約システム
cluster-0157,じゃらんポイント,じゃらん,じゃらんのクーポン
cluster-0158,クーポン,割引クーポン,割引
cluster-0159-0000,チケット購入,チケット販売,チケット,整理券
cluster-0159-0001,和紙,型紙,和紙店
cluster-0159-0002,チラシ,パンフレット
cluster-0159-0003-0000-0000-0000,手紙
cluster-0159-0003-0000-0000-0001,往復はがき
cluster-0160-0000,価格,値段,価格設定,価格価値,価値
cluster-0160-0001-0000,コスト,コストパフォーマンス,費用
cluster-0160-0001-0001-0000-0000-0000-0000,料金
cluster-0160-0001-0001-0000-0000-0000-0001,無料
cluster-0160-0001-0001-0001,ポイントプログラム
cluster-0161-0000,分類,種類
cluster-0161-0001,多様性
cluster-0162-0000,オプション,選択
cluster-0162-0001,右側
cluster-0163-0000,素材,食材
cluster-0163-0001,品揃え,品数
cluster-0163-0002,商品選定,商品
cluster-0163-0003-0000-0000-0000,アイテム
cluster-0163-0003-0000-0000-0001,グッズ
cluster-0163-0004,複製品
cluster-0164,アンティーク着物,骨董品,骨董市,アンティーク
cluster-0165,雑貨,雑貨店
cluster-0166,小物,小物類
cluster-0167-0000,貴重品,珍しい,宝物
cluster-0167-0001-0000-0000-0000,可愛い
cluster-0167-0001-0000-0000-0001,素敵
cluster-0167-0001-0001,人称代名詞
cluster-0168,自衛隊OB,自衛官,自衛隊,護衛艦,海上自衛隊,イージス艦,海上自衛隊の船舶,自衛隊の船
cluster-0169-0000,乗船,船長
cluster-0169-0001,クルーズ
cluster-0170,船,船舶
cluster-0171,艦船,軍艦
cluster-0172,造船所
cluster-0173,ボート,舟屋群,舟屋,モーターボート,ボート遊び
cluster-0174-0000,川,川下り,川沿いの景色,川沿いの道,桂川,川沿い,川床,川床料理,川の音
cluster-0174-0001,流れ,激流
cluster-0174-0002,堀川,堀川通り
cluster-0174-0003-0000-0000-0000,鴨川デルタ
cluster-0174-0003-0000-0000-0001,琵琶湖疏水
cluster-0174-0004-0000-0000-0000,河童
cluster-0174-0004-0000-0000-0001,背割堤
cluster-0175-0000-0000,水族館,水槽,アクアリウム
cluster-0175-0000-0001-0000,プール,池
cluster-0175-0000-0001-0001,氷室池
cluster-0175-0000-0001-0002,放生池
cluster-0175-0000-0001-0003,鏡容池
cluster-0175-0001-0000,手水舎,石水院
cluster-0175-0001-0001-0000-0000,水琴窟
cluster-0175-0001-0001-0000-0001,国宝石水院
cluster-0175-0001-0002-0000-0000,噴水,湧水
