cluster-0000,お土産,お土産屋,お土産店
cluster-0001,雑貨,雑貨屋,雑貨とアクセサリー
cluster-0002,地下の食品売り場,地下,地下の食料品売り場
cluster-0003-0000,大丸,百貨店,デパ地下,デパート,阪急百貨店,阪神百貨店
cluster-0003-0001,買い物,ショッピングモール,商業施設,ショッピング,アーケード商店街,商店街,心斎橋商店街
cluster-0004,店員,店内,店,服屋
cluster-0005,お店,ショップ,店舗数,店舗
cluster-0006-0000,売店,売り場,食料品売り場
cluster-0006-0001-0000-0000-0000,ドラッグストア
cluster-0023-0001-0004-0000-0000,グランフロント
cluster-0023-0001-0004-0000-0001,エキスポシティ
cluster-0023-0001-0005-0000-0000,フードコート
cluster-0023-0001-0005-0000-0001,スナックパーク
cluster-0023-0002-0000-0000-0000,ミニオン,ミニフィグ
cluster-0023-0002-0000-0000-0001,ミナミ
cluster-0023-0002-0000-0001-0000-0000-0000,グリコ
cluster-0023-0002-0000-0001-0000-0000-0001,グランカルビー
cluster-0023-0002-0000-0001-0001-0000-0000,マクドナルド
cluster-0023-0002-0000-0001-0001-0000-0001,ディズニー
cluster-0023-0002-0000-0002-0000-0000-0000,ハロウィン
cluster-0023-0002-0000-0002-0000-0000-0001,ハリーポッター
cluster-0023-0002-0000-0002-0001,スパイダーマン
cluster-0023-0002-0000-0002-0002-0000-0000,スマートボール
cluster-0023-0002-0000-0002-0002-0000-0001,スパワールド
cluster-0023-0002-0000-0002-0003,マスタービルダーアカデミー
cluster-0023-0002-0001-0000,ユニバーサルシティ駅,ユニバーサルスタジオ
cluster-0023-0002-0001-0001-0000-0000-0000,USJ
cluster-0023-0002-0001-0001-0000-0000-0001,ユニバ
cluster-0023-0002-0002-0000,映画テーマパーク,テーマパーク
cluster-0023-0002-0002-0001,アトラクション,シューティングアトラクション
cluster-0024-0000,便利,利便性
cluster-0024-0001-0000,簡単さ,快適さ
cluster-0024-0001-0001,美しさ
cluster-0025,満足度,満足感
cluster-0026,清潔感,清潔
cluster-0027-0000,混雑,人の多さ,人の混雑度
cluster-0027-0001,賑やか,活気,賑やかさ
cluster-0027-0002-0000,広さ,広い,広場
cluster-0027-0002-0001-0000,関空,空間
cluster-0027-0002-0001-0001,コスモス
cluster-0027-0002-0002-0000,天気,天候
cluster-0027-0002-0002-0001,お店の雰囲気,雰囲気,アメリカンな雰囲気
cluster-0028-0000,楽しさ,楽しめる,楽しむ,楽しい,楽しめる場所
cluster-0028-0001-0000,面白い,笑い,お笑い
cluster-0028-0001-0001,若手芸人,芸人
cluster-0028-0001-0002-0000,新喜劇,漫才
cluster-0028-0001-0002-0001,落語
cluster-0029-0000-0000-0000-0000,感情表現
cluster-0029-0000-0000-0000-0001,感動
cluster-0029-0000-0001-0000-0000,恐怖
cluster-0029-0000-0001-0000-0001,迫力
cluster-0029-0001,劇場,公演,舞台
cluster-0029-0002-0000-0000-0000,テレビ
cluster-0029-0002-0000-0000-0001,映画
cluster-0029-0002-0001,ライブ
cluster-0029-0002-0002,絵画
cluster-0029-0003-0000-0000-0000,歴史
cluster-0029-0003-0000-0000-0001,昭和レトロ
cluster-0030-0000-0000-0000-0000,工程
cluster-0030-0000-0000-0000-0001,道
cluster-0030-0001,海
cluster-0030-0002,エイ
cluster-0031-0000-0000-0000-0000,新世界
cluster-0031-0000-0000-0000-0001,新鮮
cluster-0031-0001-0000-0000-0000,リニューアル
cluster-0031-0001-0000-0000-0001,改装
cluster-0031-0001-0001,再訪
cluster-0032-0000-0000-0000-0000,カバ展示
cluster-0032-0000-0000-0000-0001,看板
cluster-0032-0001-0000,展示,表示
cluster-0032-0001-0001,資料展示
cluster-0032-0001-0002,説明
cluster-0032-0001-0003,ショー
cluster-0032-0002-0000,プロジェクションマッピング,マッピング
cluster-0032-0002-0001-0000,作業,研磨作業
cluster-0032-0002-0001-0001,ワークショップ
cluster-0033-0000-0000-0000-0000,デザイン
cluster-0033-0000-0000-0000-0001,カップのデザイン
cluster-0033-0001-0000-0000-0000,内装
cluster-0033-0001-0000-0000-0001,外観
cluster-0033-0002-0000-0000-0000,形と色
cluster-0033-0002-0000-0000-0001,模様
cluster-0034,素材,具材
cluster-0035-0000,商品,服
cluster-0035-0001-0000-0000-0000,パッケージ
cluster-0035-0001-0000-0000-0001,化粧品
cluster-0036-0000-0000-0000-0000,グッズ
cluster-0036-0000-0000-0000-0001,グルメ
cluster-0036-0001,タイガースグッズ
cluster-0037-0000,価格,料金,コスト
cluster-0037-0001-0000,バリエーション,種類
cluster-0037-0001-0001,品揃え
cluster-0037-0002-0000-0000-0000,サイズ
cluster-0037-0002-0000-0000-0001,高さ
cluster-0037-0002-0001,高級
cluster-0038-0000,ビリケン,ビリケンさん
cluster-0038-0001-0000-0000-0000,NGK
cluster-0038-0001-0000-0000-0001,LCC
cluster-0038-0001-0001-0000-0000,りんくう
cluster-0038-0001-0001-0000-0001,キリン
cluster-0038-0001-0002-0000-0000,クルー
cluster-0038-0001-0002-0000-0001,クラゲ
cluster-0038-0001-0003-0000-0000-0000-0000,ルクア
cluster-0038-0001-0003-0000-0000-0000-0001,リラックス
cluster-0038-0001-0003-0001,ゴディバ
cluster-0038-0002-0000-0000-0000,梅
cluster-0038-0002-0000-0000-0001,ピーチ
cluster-0038-0002-0001-0000-0000-0000-0000,紅葉
cluster-0038-0002-0001-0000-0000-0000-0001,緑
cluster-0038-0002-0001-0001,ツリー
cluster-0038-0003-0000-0000-0000,作る
cluster-0038-0003-0000-0000-0001,だるま
cluster-0038-0004-0000-0000-0000,仕上げ
cluster-0038-0004-0000-0000-0001,ターミナル
cluster-0038-0004-0001,てんしば
cluster-0038-0004-0002,刻印
cluster-0038-0005-0000-0000-0000,吉本
cluster-0038-0005-0000-0000-0001,ジャンジャン横丁
cluster-0038-0005-0001-0000-0000,ビル
cluster-0038-0005-0001-0000-0001,ビール
cluster-0038-0005-0002-0000-0000-0000-0000,ブロック
cluster-0038-0005-0002-0000-0000-0000-0001,橋
cluster-0038-0005-0002-0001,石垣
cluster-0039,リングの選び方,指輪,リング
cluster-0040-0000-0000-0000-0000,アクセス
cluster-0040-0000-0000-0000-0001,メニュー
cluster-0040-0001-0000-0000-0000,キャスト
cluster-0040-0001-0000-0000-0001,キャラクター
cluster-0040-0001-0001,スタッフ
cluster-0040-0002-0000-0000-0000,カテゴリ
cluster-0040-0002-0000-0000-0001,キャッチ
cluster-0041,接客サービス,接客
cluster-0042-0000-0000-0000-0000,教え方
cluster-0042-0000-0000-0000-0001,案内
cluster-0042-0001,対策
cluster-0043-0000-0000,推奨
cluster-0043-0000-0001,おすすめ
cluster-0044-0000-0000-0000-0000,チケット
cluster-0044-0000-0000-0000-0001,座席
cluster-0044-0001,予約
cluster-0045-0000-0000,大人,大人向け
cluster-0045-0000-0001-0000-0000,定員さん
cluster-0045-0000-0001-0000-0001,お姉さん
cluster-0045-0001-0000-0000-0000,ペアリング
cluster-0045-0001-0000-0000-0001,カップル
cluster-0045-0001-0001,デート
cluster-0045-0002-0000-0000-0000,自然
cluster-0045-0002-0000-0000-0001,人間
cluster-0045-0003-0000-0000-0000,家族
cluster-0045-0003-0000-0000-0001,友達
cluster-0045-0004-0000-0000-0000,親切
cluster-0045-0004-0000-0000-0001,ふれあいコーナー
cluster-0046,展望施設,展望台,展望
cluster-0047,景色,景観,眺め
cluster-0048,夜景,夕暮れ
cluster-0049,季節の花,桜,桜の季節
cluster-0050-0000-0000,花
cluster-0050-0000-0001,お花見
cluster-0051-0000,堀,お堀
cluster-0051-0001-0000,秀吉,豊臣秀吉
cluster-0051-0001-0001,安藤百福
cluster-0052-0000-0000,クリスマス,クリスマスマーケット
cluster-0052-0000-0001,イルミネーション,ライトアップ
cluster-0052-0000-0002,イベント,夏祭りイベント,催し物
cluster-0052-0000-0003-0000-0000,パレード
cluster-0052-0000-0003-0000-0001,ロハスフェスタ
cluster-0052-0001,写真,写真撮影,写真スポット
cluster-0052-0002,思い出,記念,記念日,記念写真
cluster-0053-0000,子供,子ども,息子,親子,若者
cluster-0053-0001,子供連れ,家族連れ,子連れ
cluster-0053-0002,大人も子供も楽しめる,子供向けエリア,子供向け
cluster-0054-0000,博物館,民族博物館
cluster-0054-0001-0000-0000-0000,ウォーターワールド
cluster-0054-0001-0000-0000-0001,水族館
cluster-0054-0002-0000,動物園,動物園前駅
cluster-0054-0002-0001,ナイトZOO
cluster-0055-0000,着ぐるみ,ぬいぐるみ
cluster-0055-0001-0000-0000-0000,スヌーピー
cluster-0055-0001-0000-0000-0001,シロクマ
cluster-0055-0002-0000-0000-0000,ゾウ
cluster-0055-0002-0000-0000-0001,ライオン
cluster-0055-0002-0001,ペンギン
cluster-0055-0002-0002,コアラ
cluster-0056-0000,海洋哺乳類,海洋生物
cluster-0056-0001,動物種,動物
cluster-0057,ジンベイザメ,サメ
cluster-0058,魚たち,魚,魚介類
