cluster-0000-0000,城址公園,城址
cluster-0000-0001,お城,城跡
cluster-0000-0002,城,城下町,城内,城郭
cluster-0000-0003,烏城
cluster-0030,天井,天井画
cluster-0031,なまこ壁,壁,塀
cluster-0032-0000-0000,のれん
cluster-0032-0000-0001,屏風
cluster-0033-0000,日本三名園,三大庭園
cluster-0033-0001-0000-0000-0000,日本三大稲荷
cluster-0033-0001-0000-0000-0001,宗像三女神
cluster-0034-0000,真言宗,天台宗
cluster-0034-0001,浄土宗
cluster-0034-0002,清水宗治
cluster-0035,鳥居,大鳥居
cluster-0036,三重塔,五重塔
cluster-0037-0000,寺,お寺
cluster-0037-0001,寺院建築,寺院
cluster-0037-0002-0000,宝福寺,菩提寺
cluster-0037-0002-0001,誕生寺
cluster-0037-0002-0002,西大寺会陽
cluster-0038,神社,神社の参拝,神社・寺院,神社建築,神社・寺院の建物,神社仏閣参拝
cluster-0039-0000-0000-0000-0000,宮司
cluster-0039-0000-0000-0000-0001,御当主
cluster-0039-0001,神主さん,歯の神様,神様
cluster-0040-0000,八幡宮,白山神社
cluster-0040-0001,鳴釜神事
cluster-0041-0000,御釜殿,絵馬殿
cluster-0041-0001,本殿,社殿,古代神殿
cluster-0042-0000,初詣,参拝者,参拝,おかげ参り,参拝客,拝観料
cluster-0042-0001,祈祷,祝詞,祈願,安全祈願
cluster-0042-0002,厄除け,お祓い
cluster-0042-0003,お守り,子どもの守り神
cluster-0043-0000,児島,児島デニム,児島虎次郎,児島観光港,児島駅周辺
cluster-0043-0001-0000,島,島々,小さな島,頭島,与島PA
cluster-0043-0001-0001-0000-0000,小豆島
cluster-0043-0001-0001-0000-0001,大多府島
cluster-0043-0001-0002-0000,犬島,亀島
cluster-0043-0001-0002-0001,鹿久居島
cluster-0043-0001-0002-0002,獄門島
cluster-0044-0000,岡山ゆかりの芸術家,岡山ゆかりの作品
cluster-0044-0001,イオンモール岡山,ファジアーノ岡山
cluster-0044-0002,岡山駅周辺,岡山城,岡山藩
cluster-0045-0000-0000-0000-0000,瀬戸内国際芸術祭
cluster-0045-0000-0000-0000-0001,瀬戸内少年野球団
cluster-0045-0000-0001,岡山県瀬戸内市
cluster-0045-0000-0002,瀬戸大橋
cluster-0045-0001,真鍋島,真鍋氏
cluster-0045-0002-0000,西の湯,西の尾瀬
cluster-0045-0002-0001,西川
cluster-0045-0003-0000-0000-0000,日生
cluster-0045-0003-0000-0000-0001,磯崎新
cluster-0045-0003-0001-0000-0000,総社
cluster-0045-0003-0001-0000-0001,NHK
cluster-0045-0004,奥津荘,奥津渓
cluster-0045-0005-0000-0000-0000,塩釜
cluster-0045-0005-0000-0000-0001,大崎
cluster-0045-0006-0000-0000-0000,田んぼ
cluster-0045-0006-0000-0000-0001,サツキの大刈込
cluster-0046-0000,かおり野,かおりの
cluster-0046-0001,大原美術館,大原家,大原
cluster-0047,吉備津神社,吉備津彦命,吉備津造り,吉備高原
cluster-0048,豊臣秀吉の水攻め,豊臣秀吉
cluster-0049-0000-0000,ふじ
cluster-0049-0000-0001,秀吉
cluster-0050-0000-0000,堀
cluster-0050-0000-0001,小堀遠州
cluster-0051-0000,池田家,池田光政
cluster-0051-0001,広兼邸,広兼家
cluster-0051-0002-0000-0000-0000,後楽園
cluster-0051-0002-0000-0000-0001,兼六園
cluster-0051-0002-0001,豊島
cluster-0052-0000-0000,鉱石と鉱物
cluster-0052-0000-0001,ハートの石
cluster-0053,石材産地,石切り場,石切場跡
cluster-0054,石垣,石,石山
cluster-0055,石灰岩,石灰岩の巨大なアーチ
cluster-0056,岩の形状,岩石形成,岩,岩石
cluster-0057-0000,井倉洞,井倉峡
cluster-0057-0001,鍾乳洞,水琴窟
cluster-0057-0002-0000,洞窟,洞窟探検
cluster-0057-0002-0001,坑道
cluster-0057-0002-0002,満奇洞
cluster-0058-0000,銅山,銅の精錬所
cluster-0058-0001,精錬所美術館,精錬所跡
cluster-0059-0000-0000-0000-0000,古墳
cluster-0059-0000-0000-0000-0001,首塚
cluster-0059-0001,古代遺跡,遺跡,史跡,廃墟,井戸跡
cluster-0060,蒜山,蒜山ジャージーランド,蒜山インター,蒜山焼きそば
cluster-0061,高原,山の頂上,山頂,高台,頂上
cluster-0062-0000,御嶽山,愛宕山
cluster-0062-0001,鷲羽山
cluster-0062-0002,那岐山
cluster-0062-0003,王子ケ岳
cluster-0063-0000-0000-0000-0000,山岳地帯
cluster-0063-0000-0000-0000-0001,山奥
cluster-0063-0001,山,城山
cluster-0063-0002,勝山,大佐山,大山
cluster-0064-0000,津山城跡,津山,津山観光,津山の町並み,津山城
cluster-0064-0001-0000,日本一高い山城,竹田城,姫路城,高田城,古代山城
cluster-0064-0001-0001,現存天守,天守閣
cluster-0064-0001-0002-0000-0000,天空の城
cluster-0064-0001-0002-0000-0001,黒いお城
cluster-0064-0002-0000-0000-0000,三の丸
cluster-0064-0002-0000-0000-0001,本丸
cluster-0064-0002-0001,二の丸跡
cluster-0064-0003-0000,備中櫓,備中松山城
cluster-0064-0003-0001,備中国一宮
cluster-0065,散歩道,遊歩道,歩道
cluster-0066,近道,参道,小道
cluster-0067,国道,山道,道路
cluster-0068,アクセス,交通アクセス
cluster-0069,交通機関,交通施設
cluster-0070,交通手段,交通
cluster-0071,城下交通施設
cluster-0072-0000,通路,運河,水路
cluster-0072-0001-0000-0000-0000,港
cluster-0072-0001-0000-0000-0001,宇野港
cluster-0072-0002,橋,桟橋,天然橋
cluster-0072-0003-0000-0000-0000,網
cluster-0072-0003-0000-0000-0001,サイト
cluster-0072-0004-0000-0000-0000,四つ手網
cluster-0072-0004-0000-0000-0001,手綱
cluster-0073-0000,賑やかさ,賑わい,繁盛
cluster-0073-0001,混雑,人混み,人の多さ,混雑状況,渋滞,混雑度
cluster-0074-0000,狭い道,狭さ,狭い場所,細い道
cluster-0074-0001,空いている,空いている場所
cluster-0074-0002,人が少ない,人が少ない時間
cluster-0075,広さ,広い,広い場所,広々,広大さ
cluster-0076,空間,宇宙,宇宙空間
cluster-0077,空気,空
cluster-0078-0000,観覧車,観光船乗り場,遊覧船,観光船
cluster-0078-0001-0000-0000-0000,運転手
cluster-0078-0001-0000-0000-0001,船頭さん
cluster-0078-0001-0001-0000-0000,船酔い対策
cluster-0078-0001-0001-0000-0001,船長の解説
cluster-0078-0002-0000-0000-0000,むかし下津井廻船問屋
cluster-0078-0002-0000-0000-0001,回船問屋
cluster-0078-0002-0001,北前船
cluster-0078-0003-0000-0000-0000,フェリー
cluster-0078-0003-0000-0000-0001,マリンライナー
cluster-0078-0004,ボート,船舶,船,定期船,航行,乗船,船旅
cluster-0079-0000,JR八浜駅,JR笠岡駅
cluster-0079-0001,道の駅,駅,鉄道駅
cluster-0080,電動ろくろ,電動ろくろ体験
cluster-0081,乗り物,車
cluster-0082,車両移動,車両,鉄道車両
cluster-0083-0000-0000,旧津山扇形機関車庫,梅小路蒸気機関車庫
cluster-0083-0000-0001,ディーゼル機関車
cluster-0083-0001-0000,電車,列車
cluster-0083-0001-0001,歴史的な電車
cluster-0083-0001-0002,路面電車
cluster-0083-0002-0000,鉄道,鉄道館,ミニ鉄道
cluster-0083-0002-0001-0000-0000,プラレール
cluster-0083-0002-0001-0000-0001,トミカ
cluster-0084,自転車レンタル,レンタサイクル
cluster-0085,レンタル,レンタルサービス
cluster-0086,サイクリング,スカイサイクル,自転車型乗り物,人力車,自動車,バイク,自転車,サイクルカー
cluster-0087-0000,ジェットコースター,ジェットバス
cluster-0087-0001-0000-0000-0000,バンジージャンプ
cluster-0087-0001-0000-0000-0001,パラグライダー
cluster-0088-0000-0000,ベビーカー
cluster-0088-0000-0001,バッテリーカー
cluster-0089-0000,バス,シャトルバス
cluster-0089-0001,タクシー
cluster-0090,乗り物券,乗車券,チケット,川舟チケット
cluster-0091-0000-0000-0000-0000,バイパス沿い
cluster-0091-0000-0000-0000-0001,米子自動車道
cluster-0091-0001,ふいご峠
cluster-0092-0000,料金,通行料金
cluster-0092-0001,一方通行
cluster-0093-0000,カヤック,カヌー
cluster-0093-0001,キャンプ,キャンプ場,キャンピングカー
cluster-0094-0000-0000,グラウンド,グランド
cluster-0094-0000-0001,エル・グレコ
cluster-0094-0001-0000,GTレース,レース
cluster-0094-0001-0001-0000-0000-0000-0000,コース
cluster-0094-0001-0001-0000-0000-0000-0001,サーキット
cluster-0094-0001-0001-0001,カート
cluster-0095-0000,パターゴルフ,パターゴルフ場
cluster-0095-0001,パーク,パーキング,パーキングエリア,ホースパーク
cluster-0096,鑑賞,落ち着いて鑑賞
cluster-0097,観ること,眺望,眺め
cluster-0098-0000-0000,車窓からの眺め
cluster-0098-0000-0001,見晴らし
cluster-0099,美しさ,美しい景観,美しい海岸,星の美しさ
cluster-0100,絶壁,絶景,絶景スポット
cluster-0101,景色,景観,昼と夜の景観,風景,夜景,山景色
cluster-0102-0000,流星群,流れ星
cluster-0102-0001-0000,星座,星空
cluster-0102-0001-0001,星
cluster-0102-0001-0002,土星
cluster-0103-0000,展望台,望遠鏡,展望場所
cluster-0103-0001,天体観測,観測会
cluster-0103-0002-0000-0000-0000,プラネタリウム
cluster-0103-0002-0000-0000-0001,天文台
cluster-0103-0003,全天周映像
cluster-0104,写真,写真撮影,写真スポット
cluster-0105-0000-0000,ドームスクリーン
cluster-0105-0000-0001,ジオラマ
cluster-0106,ビジュアル,映像,視覚的特徴
cluster-0107,映画,ビデオ,ビデオ上映
cluster-0108-0000,透明度,無色透明
cluster-0108-0001,色,色彩加工,色彩
cluster-0108-0002-0000,照明,星明かり
cluster-0108-0002-0001,ライトアップ,イルミネーション
cluster-0108-0002-0002-0000-0000-0000-0000,太陽
cluster-0108-0002-0002-0000-0000-0000-0001,メガソーラー
cluster-0108-0002-0002-0001,電源
cluster-0109,散歩,散策,散策路,散策・散歩,散歩コース,フラミンゴの散歩,犬の散歩,散策コース
cluster-0110,陸上競技場,陸上競技
cluster-0111-0000,スポーツ,ウィンタースポーツ
cluster-0111-0001,サッカー観戦
cluster-0111-0002,アスレチック
cluster-0112-0000,総合スポーツ施設,体育館,運動・スポーツ施設
cluster-0112-0001-0000-0000-0000,テニスコート
cluster-0112-0001-0000-0000-0001,訓練場
cluster-0113-0000-0000,遊び,そり遊び,ボール遊び
cluster-0113-0000-0001-0000,ゲーム,試合
cluster-0113-0000-0001-0001,クイズ
cluster-0113-0001,運動靴,スニーカー
cluster-0113-0002-0000,登山,ハイキング
cluster-0113-0002-0001-0000,歩く,走行
cluster-0113-0002-0001-0001,ジョギング
cluster-0113-0003-0000,アウトドア活動,アクティビティ
cluster-0113-0003-0001-0000,動作,運動
cluster-0113-0003-0001-0001,ダンス
cluster-0114-0000-0000,動物とのふれあい,ふれあい,ふれあいパーク
cluster-0114-0000-0001-0000,チボリ公園,チボリ公園跡地
cluster-0114-0000-0001-0001-0000-0000-0000,福田公園
cluster-0114-0000-0001-0001-0000-0000-0001,みやま公園
cluster-0114-0000-0001-0001-0001,ニホンザル公園
cluster-0114-0001,おもちゃ,おもちゃのエリア,おもちゃ博物館
cluster-0114-0002,木のおもちゃ,海外のおもちゃ
cluster-0114-0003-0000,遊具,屋内遊び場,遊び場,子供向けの遊び場,子供の遊び場
cluster-0114-0003-0001,アトラクション,遊園地,レジャー施設,レジャースポット,テーマパーク
cluster-0115-0000,聖地,恋人の聖地
cluster-0115-0001,パワースポット,スピリチュアルスポット
cluster-0115-0002,デートスポット,穴場スポット
cluster-0115-0003,初日の出スポット
cluster-0116,映画とドラマの関連場所,映画ロケ地,映画のロケ地
cluster-0117-0000-0000,地図
cluster-0117-0000-0001,地理
cluster-0118,ロケーション,立地,位置情報
cluster-0119-0000,絶叫系,絶叫マシン,絶叫マシーン,絶叫系アトラクション
cluster-0119-0001-0000,八つ墓村のロケ地,八つ墓村映画,八つ墓村
cluster-0119-0001-0001-0000,鬼の首塚,鬼の穴
cluster-0119-0001-0001-0001,鬼女台展望台
cluster-0120-0000-0000,入場料,入館料,入場料・入園料
cluster-0120-0000-0001,入場,入場・入館,入場無料
cluster-0120-0000-0002-0000,出入口,入口
cluster-0120-0000-0002-0001-0000,入園,入園料
cluster-0120-0000-0002-0001-0001,手入れ
cluster-0120-0001,受付,接客,顧客対応,接客対応,接客スタッフ,接客サービス
cluster-0120-0002,お客さん,団体客
cluster-0120-0003,観光客,外国人,外国人観光客
cluster-0120-0004-0000,観光パンフレット,観光案内所,観光名所,観光情報,ビジターセンター
cluster-0120-0004-0001-0000,見学,工場見学
cluster-0120-0004-0001-0001,訪問,再訪希望,訪問者
cluster-0121,オルゴールショップ,オルゴール,オルゴール館,オルゴール施設,オルゴール演奏,オルゴールコンサート,オルゴール演奏会
cluster-0122-0000-0000,オカリナ
cluster-0122-0000-0001,音楽演奏
cluster-0123,縁日,縁結び・縁切り,縁結び
cluster-0124,結婚式,結婚式と花嫁,結婚式の前撮り
cluster-0125-0000,イベント,しまじろうイベント,ビンゴイベント
cluster-0125-0001,会場,イベント会場,大会,コンサート
cluster-0126,記念日,記念,記念碑
cluster-0127,祭り,お祭り,節分,はだか祭
cluster-0128-0000,正月,新年
cluster-0128-0001,年末年始
cluster-0128-0002,クリスマス
cluster-0129,休憩所,休憩場所,休憩エリア,休憩施設
cluster-0130,休憩時間,休憩,休暇
cluster-0131-0000-0000,週末,ゴールデンウィーク
cluster-0131-0000-0001,三が日
cluster-0131-0001,曜日,曜日と時間帯
cluster-0131-0002,営業時間,営業日
cluster-0131-0003-0000-0000-0000,平日
cluster-0131-0003-0000-0000-0001,一日中
cluster-0132-0000,待ち時間,待ち時間と混雑状況
cluster-0132-0001,時間,時間制限,時間帯
cluster-0132-0002-0000-0000-0000,時代
cluster-0132-0002-0000-0000-0001,タイムト
cluster-0132-0002-0001,タイムスリップ
cluster-0133,展示,ホルマリン漬け展示,人体標本展示,科学展示,別館展示,美術展覧会,ロボット展示,展示物,展示会,展示品,展示スペース,展示館,企画展,標本展示,アート展示,展示エリア
cluster-0134,資料館,記念館
cluster-0135,美術館,博物館,美術館・博物館,博物館・美術館,ミュージアム
cluster-0136,科学博物館,科学の実験,科学学習施設,科学,科学館,科学センター
cluster-0137-0000-0000-0000-0000,女性の絵画
cluster-0137-0000-0000-0000-0001,有名な画家と絵画
cluster-0137-0000-0001,原画,絵画,絵
cluster-0137-0001,アート,工芸・民芸,現代美術,西洋美術,現代アート,トリックアート,美術品,工芸品,アーティスト,芸術作品,美術,アート作品,日本美術
cluster-0138,歴史,企業の歴史,歴史人物,歴史的な場所,歴史的時代,歴史的なもの,歴史的建造物
cluster-0139-0000-0000-0000-0000,メソポタミア文明
cluster-0139-0000-0000-0000-0001,中東地域
cluster-0139-0001-0000,古代オリエントの美術品,古代オリエント
cluster-0139-0001-0001-0000-0000,アッシリアレリーフ
cluster-0139-0001-0001-0000-0001,ペルシア美術
cluster-0140-0000,貴重な資料,貴重な場所,貴重な植物
cluster-0140-0001,収蔵品,収集物
cluster-0140-0002,珍品,国宝,珍しいもの,宝物
cluster-0141-0000,恐竜公園,恐竜の模型,恐竜
cluster-0141-0001-0000,剥製,動物の剥製
cluster-0141-0001-0001-0000,化石,生きた化石
cluster-0141-0001-0001-0001,ミイラ
cluster-0142,お雛様,雛人形,人形
cluster-0143-0000-0000-0000-0000,仁王像
cluster-0143-0000-0000-0000-0001,不動明王
cluster-0143-0001,仏像
cluster-0143-0002,十二支のお地蔵さん
cluster-0144-0000-0000-0000-0000,石像
cluster-0144-0000-0000-0000-0001,彫刻
cluster-0144-0001,象形
cluster-0145,店員さん,セレクトショップ,お店,店内,ショップ,店員・店主,店舗,専門店,売店,店,ユニークなお店,美術館ショップ,出店,小売店,店員
cluster-0146,三井アウトレットパーク,アウトレット,アウトレットモール
cluster-0147,ショッピングモール,ショッピングエリア
cluster-0148,買い物,ショッピング
cluster-0149,商業施設,商店街,えびす商店街
cluster-0150,サービス,アフターサービス,お店のサービス,与島サービスエリア,サービスエリア
cluster-0151,触れ合いコーナー,コーナー
cluster-0152,ゲームセンター,センター
cluster-0153-0000,アリオ,アリオ倉敷
cluster-0153-0001-0000-0000-0000,イトーヨーカドー
cluster-0153-0001-0000-0000-0001,スーパー
cluster-0153-0001-0001,薬局関連
cluster-0154-0000,品揃え,グッズ,雑貨店,雑貨,グッズ販売,和雑貨,商品選択肢
cluster-0154-0001-0000-0000-0000,瓦製品
cluster-0154-0001-0000-0000-0001,硝子製品
cluster-0154-0001-0001,オリジナル商品,製品,米製品
cluster-0154-0001-0002-0000-0000,熊笹製品
cluster-0154-0001-0002-0000-0001,サルナシ製品
cluster-0154-0002-0000-0000-0000,家具
cluster-0154-0002-0000-0000-0001,大名の調度品
cluster-0154-0003,ベビー用品,洗浄用品,子供用品,日用品
cluster-0154-0004-0000,市場,朝市,野菜市場
cluster-0154-0004-0001,売上,商売
cluster-0154-0004-0002-0000-0000,直売所
cluster-0154-0004-0002-0000-0001,量り売り
cluster-0154-0005,農業開発,農業,漁業
cluster-0154-0006,産直,産直野菜
cluster-0154-0007,農産物販売所,農産物販売,農産物
cluster-0154-0008-0000,お土産屋,お土産店,土産店
cluster-0154-0008-0001,お土産,お土産販売
cluster-0154-0008-0002,地元の特産品,地元,地元の人々,地元の農産物,特産品,地元の野菜,名産品
cluster-0155-0000,コスト,コストパフォーマンス
cluster-0155-0001,値段,価格,価格が安い
cluster-0155-0002-0000,お得,お買い得,ご利益
cluster-0155-0002-0001,セール,クーポン,割引,セール・バーゲン
cluster-0156,ガイドサービス,ボランティアガイド,ボランティア活動
cluster-0157-0000,案内,案内板
cluster-0157-0001,音声案内システム
cluster-0157-0002,看板
cluster-0158,フリーパス,無料,フリー,フリーマーケット,フリマ
cluster-0159-0000-0000-0000-0000-0000-0000,予約
cluster-0159-0000-0000-0000-0000-0000-0001,オーダー
cluster-0159-0000-0000-0001,推奨
cluster-0159-0000-0001-0000-0000-0000-0000,ドッグラン
cluster-0159-0000-0001-0000-0000-0000-0001,ダム
cluster-0159-0000-0001-0001-0000-0000-0000,デートプラン
cluster-0159-0000-0001-0001-0000-0000-0001,じゃらん
cluster-0159-0001-0000-0000-0000,テント
cluster-0159-0001-0000-0000-0001,ベンチ
cluster-0159-0002-0000-0000-0000,テーブル
cluster-0159-0002-0000-0000-0001,タブレット
cluster-0159-0002-0001,デバイス
cluster-0159-0003-0000-0000-0000,御朱印
cluster-0159-0003-0000-0000-0001,スタンプ
cluster-0159-0003-0001-0000-0000,ブランド
cluster-0159-0003-0001-0000-0001,ラベル
cluster-0159-0003-0002-0000-0000-0000-0000,靴
cluster-0159-0003-0002-0000-0000-0000-0001,バッグ
cluster-0159-0003-0002-0001,ボタン
cluster-0160,スタッフ,フロント,フロントスタッフ
cluster-0161-0000-0000,フォロー
cluster-0161-0000-0001,トレンド
cluster-0162-0000-0000,模型
cluster-0162-0000-0001,ムード
cluster-0163-0000-0000,プレゼンテーション,プロモーション
cluster-0163-0000-0001,パンフレット
cluster-0163-0001-0000-0000-0000,ナビゲーション
cluster-0163-0001-0000-0000-0001,メニュー
cluster-0163-0001-0001,クルージング
cluster-0164,コレクション,ギャラリー
cluster-0165-0000-0000,図書館
cluster-0165-0000-0001,書籍
cluster-0166-0000,文化施設,文化
cluster-0166-0001-0000-0000-0000,メディア
cluster-0166-0001-0000-0000-0001,エンターテインメント
cluster-0166-0001-0001,アメニティ
cluster-0167-0000-0000,グループタイプ
cluster-0167-0000-0001,グループ旅行
cluster-0168,種類,品種,分類
cluster-0169,キャラクター,人物
cluster-0170-0000-0000,小物
cluster-0170-0000-0001,小規模
cluster-0171-0000-0000,標本
cluster-0171-0000-0001,実物
cluster-0172-0000,おみくじ,くじ
cluster-0172-0001-0000-0000-0000,遺産
cluster-0172-0001-0000-0000-0001,伝統
cluster-0172-0002-0000-0000-0000,ギフト
cluster-0172-0002-0000-0000-0001,おまけ
cluster-0172-0002-0001,ゴミ
cluster-0173-0000,神秘,神秘的
cluster-0173-0001-0000,おすすめ,おすすめスポット
cluster-0173-0001-0001-0000-0000,好み
cluster-0173-0001-0001-0000-0001,人気
cluster-0173-0002-0000,子供の興味,興味
cluster-0173-0002-0001-0000,探検,調査
cluster-0173-0002-0001-0001,自由研究
cluster-0174,初心者対応,初心者
cluster-0175-0000,勉強,学び
cluster-0175-0001,教育
cluster-0176-0000-0000,練供養
cluster-0176-0000-0001,修行
cluster-0177-0000,作り方,教え方
cluster-0177-0001-0000-0000-0000,インストラクター
cluster-0177-0001-0000-0000-0001,先生
cluster-0177-0001-0001,指導
cluster-0178-0000,サポート,支援
cluster-0178-0001,対応,対応策
cluster-0178-0002-0000,保存,保存状態
cluster-0178-0002-0001,記録
cluster-0178-0003,修正,整備
cluster-0178-0004,説明,説明文
cluster-0178-0005,情報,資料
cluster-0179-0000,ベティスミスジーンズ,ベティスミス
cluster-0179-0001,デニム,デニム小物,デニム商品,デニムスーツ
cluster-0179-0002,ジーンズ,ジーンズ体験,ジーパン,オリジナルジーンズ作成,ジーンズショップ,ジーンズ作り
cluster-0180-0000,服,ドレス,衣装,衣類,服装,商品
cluster-0180-0001-0000,民族衣装,伝統芸能衣装
cluster-0180-0001-0001,着物
cluster-0180-0002,湯あみ着,水着,湯浴み着
cluster-0181-0000,アクセサリー,ファッションアクセサリー,イチゴのアクセサリー
cluster-0181-0001,シルバーリング,リング
cluster-0181-0002-0000-0000-0000,ブレスレット
cluster-0181-0002-0000-0000-0001,バングル
cluster-0182-0000,完成,完成品
cluster-0182-0001,仕上がり,焼き上がり,出来上がり
cluster-0183-0000-0000-0000-0000,外観
cluster-0183-0000-0000-0000-0001,内装
cluster-0183-0000-0001,デザイン
cluster-0183-0001,ファッション,オシャレ,カジュアル,おしゃれ
cluster-0184-0000-0000,生地
cluster-0184-0000-0001,絹
cluster-0185-0000-0000,スカート
cluster-0185-0000-0001,裾上げ
cluster-0186-0000-0000-0000-0000,エサやり
cluster-0186-0000-0000-0000-0001,えさ
cluster-0186-0001-0000-0000-0000,エレベーター
cluster-0186-0001-0000-0000-0001,エレガンス
cluster-0186-0001-0001,エプロン
cluster-0187,刀作りの映像,刀鍛冶,刀鍛冶職人,刀工房,小刀製作体験,刀剣製作,刀剣製作工程
cluster-0188,長船の刀剣,刀剣,刀,剣,刀剣の歴史,日本刀,名刀
cluster-0189-0000,職人技,手仕事,職人技術
cluster-0189-0001,作業工程,工程,製作過程,製造工程
cluster-0189-0002-0000-0000-0000,工業地帯
cluster-0189-0002-0000-0000-0001,産業遺産
cluster-0189-0003,サンシャイン工房,工場,工房
cluster-0190,縫製機械,繊維機械
cluster-0191,メカニズム,機械
cluster-0192-0000,空調,ガス設備,設備,空調設備
cluster-0192-0001-0000-0000-0000,冷蔵庫
cluster-0192-0001-0000-0000-0001,天然の冷却装置
cluster-0192-0001-0001-0000-0000,自動販売機
cluster-0192-0001-0001-0000-0001,コインロッカー
cluster-0193-0000,紡績工場,紡績産業の歴史,紡績産業,紡績の歴史,紡績業
cluster-0193-0001,倉敷紡績記念館,倉紡,倉敷紡績の歴史,倉敷紡績
cluster-0193-0002-0000,倉敷町屋,倉敷格子
cluster-0193-0002-0001-0000-0000,倉敷川舟流し
cluster-0193-0002-0001-0000-0001,倉敷護国神社
cluster-0194-0000,涼しさ,涼しい,ひんやり,冷んやり,ぬるめ
cluster-0194-0001,温度,平氏,気温
cluster-0194-0002,寒さ対策,暑さ対策
cluster-0194-0003,寒さ,暑さ,冷たさ
cluster-0195-0000,夕日,夕方,夕焼け
cluster-0195-0001,早朝訪問,早朝,朝
cluster-0196-0000,冬,夏,秋
cluster-0196-0001-0000-0000-0000,雨
