cluster000,景園,動物園,植物園,果樹園,吉水園
cluster055,本館,校舎,新館,ビル,会館,支所,ビル店,庁舎
cluster056,駅,駅前,易,北口,構内,南口
cluster057,裏手,屋上,跡地,通路,正門,敷地,入口,地下,出口
cluster058,公園部,公園水
cluster059,公園,広場,噴水,遊具
cluster060,親水
cluster061,南西,北東
cluster062,周辺,近辺,一帯
cluster063,地区,北部,地方
cluster064,河川,上流,堤防,ダム,右岸,流域,対岸,水門
cluster065,交通,車体,路線,路面,車両,電車,道路,舗装,空港,山道,川幅,鉄道,高架,車道,路面電,歩道,鉄橋,本道,農道,旧道,国道,市電,鉄路,県道,線路,国鉄,脇道,道幅,車種,夜道
cluster066,断層,断層帯
cluster067,峡,峡谷,奇岩,岩礁,洞窟,渓谷,探検,吊橋,石門,秘境
cluster068,露頭,地層,海食,地殻
cluster069,古墳,墳丘,古墳群,石棺,石室
cluster070,霊場,札所
cluster071,斎場,墓地,墓所
cluster072,名所,仏閣
cluster073,遺産,史跡,遺構,遺跡
cluster074,戦跡
cluster075,駅名,国名,地名,指定,国旗,国定,指定国
cluster076,景観,眺望,遠望
cluster077,光景,景色,風景,絶景,眼下,夜景,車窓,夕日
cluster078,都会,至便,立地,閑静,遠い,田舎,寒い,要衝,雪国,童心,山奥,喧噪,長閑
cluster079,法人能,法人,法人池
cluster080,塩化,泉質,泉
cluster081,県立,連峰,県民
cluster082,名城,大観,幽谷,名水,霊峰,神水
cluster083,山頂,展望台,展望,頂上,中腹,山,斜面,平地,高所,麓,山峠,山頂付近,山麓,ガス台,標高,山地,山名,平坦,尾根,山岳,山腹
cluster084,駅車,機関車,観覧車,展示車,荷物,町車,対向車,案内車,時車,横車,シート車,から車,荷物車
cluster085,周遊,高速道,高速,遊覧船,遊覧,高速車,高速船,定期船,周遊船
cluster086,運賃,運賃区間
cluster087,最終便,発着便
cluster088,乗換,運転,乗車,バス,離合,バス車,運行,乗降,発着,運転手,貸切,送迎,乗場
cluster089,到着,下車,徒歩,到着分
cluster090,旅,長旅,片道,往復,船旅,一周,復路,陸路,道中,踏破
cluster091,迎車
cluster092,奥口,改札,改札口,タメ口,新幹線口,正面口
cluster093,駅道,歴史道,石畳道,山林道,石畳,武士道,自動車道,方向道
cluster094,散策路,迂回路
cluster095,登山,登山道,登山口,登山路
cluster096,繁華街,商店街,駅街,中心街,公園街,町街,中央街
cluster097,屋台,屋台街
cluster098,住宅,住宅街
cluster099,区,町人,町,世界国,町国,途上国,警察署,町付近,区区間,西中国,区部,郵便局,郵便
cluster100,市立,河口橋,川橋,道路橋,滝橋,市立橋,紅葉橋,公園橋
cluster101,海岸沿い,道路沿い,川沿い,渓谷沿い
cluster102,駅線,海岸線,在来線,廃線
cluster103,土産屋,土産,パン屋,展示品,企画展,土産店,料理店,土産物屋,駅店,ぐらび屋,名産,飲食店,特産品,土産物店,名産品,土産品,名産地,写真店,駅前店,特産,周辺店,ピザ屋,絵画展,雑貨店,洋服屋,販売店,工芸品,家電店,常設展,美術品,蔦屋,宝石店,衣料品,小物店,雑貨,収蔵庫,住む屋,蒲鉾屋,饅頭屋,美術展,みやげ物店,惣菜屋,主屋,特別展,菓子屋,胡屋,完成品,受付店
cluster104,乗車券,入場券,片道券,利用券,回数券,駐車券,前売り券,共通券
cluster105,入場料,入館料,入園料,拝観料,駐車料,通行料
cluster106,駐車場,自衛官,特攻隊員,乗組員,搭乗員,展示室,駐車,自衛隊員,運動,休憩,船着場,自衛艦,従業員,会議,自衛,自衛権,資料室,授乳室,飼育員,休憩場,情報場,造兵廠,地下室,海水浴場,清掃員,脱衣場,警備員,司令,司令官,更衣室,スキー場,駐車台,会議室,競技場,キャンプ場,鎖場,風呂場,野球場,炊事場,清掃,保安官,テント場,場裏,ゴルフ場,監視員,休憩室,乗務員,更衣,駅場,山場,野場,運動場,近場
cluster107,コナラ,枯枝,支幹,九輪
cluster108,太田川,三江線,萍郷
cluster109,もみじ,平和公園,むさし,パセーラ,折り鶴,アッセ,ツツジ,紫陽花,芝公園,マツダ,フジタ,みろく,ダリヤ,ツバキ,モミジ,八重桜
cluster110,掲画,敢当
cluster111,曼荼羅,薬師如来,弘法大師,毘沙門天
cluster112,灌濠,搗根
cluster113,サブレ,ローソク,ローーン,ひとつ穴,吹芋,サックサク
cluster114,三滝寺,あずま屋,侵雪,夫婦滝,梅ケ峠,和光寺
cluster115,弐黒
cluster116,ワラジ,頭株,麦打ち
cluster117,千光寺,天守閣,紅葉谷,天寧寺,五重塔,仁王門,神峰山,経ケ岳,猫又山,大鳥居,山焼き,深入山,千軒,三倉岳
cluster118,次世代,ドラマ,グッズ,カメラ,アニメ,バッグ,ショー,セール,うちわ,着替え,コロナ,タオル,サイン,フェア,イオン,ピアノ,クルー,スター,パンツ,ファン,ライブ,有名人,ジブリ,モール,最先端,コーチ,ポスト,絵葉書,イズミ,ロマン,ライヴ,横断幕,ユース
cluster119,ティー,ダリア,鉢植え,ポット,ハーブ
cluster120,コイン,カップ,コップ,グラス
cluster121,パワー,バリア,ブルー,アート,リップ,グッド,セルフ,色合い,ピンク,サイズ,ホット,ガード,カラー,押し花,ハート,フォト
cluster122,ウェイ,タイム,ロープ,シート,ゾーン,ライン,ボード,テープ,フリー
cluster123,ベンチ,ベット,サイド,ゴール,ホーム,ボタン
cluster124,こたつ,チェア
cluster125,ドック,フード,シーツ
cluster126,テラス,デッキ,ウッド
cluster127,ハウス,パーク,ロッジ,シティ
cluster128,雰囲気,センス,佇まい,風通し,居心地,気配り,門構え,温かみ
cluster129,見応え,スリル,見ごたえ
cluster130,初心者,要注意,不向き
cluster131,ハズレ,スルー
cluster132,オススメ,おすすめ,見晴らし,たくさん,時間切れ,コスト,ススメ,老若男女,あちこち,ストレス,これら,久しぶり,まわり,おかげ,上がり,ヘトヘト,盛り上がり,バツグン,心地よい,美味しい,知り合い,ピーク,トラウマ,色とりどり,疲れる,皆さま,それぞれ
cluster133,ビュン,小さめ,ベント,ドカン,真ん中,ホップ,真後ろ,端っこ,大きめ
cluster134,おぼえ,すぎる,とり方,感じる,凄まじい
cluster135,かたち,つもり,とおり,仕組み,ルール,代わり
cluster136,かんじ,ヤカラ,カンジ
cluster137,何もの,生き方,こころ,憎しみ,思い出,気持ち
cluster138,晴らし,憑き物
cluster139,ガイド,コース,ツアー,ルート,パンフ,プラン,行き先,マップ,ＭＡＰ,道案内
cluster140,フェリー,船着き場,クルーズ
cluster141,タクシー,ドライバー
cluster142,レンタカー,自家用車
cluster143,カーナビ,ドライブ
cluster144,乗り継ぎ,中心地,最寄り駅,最寄り,アクセス,待ち時間
cluster145,手入れ,手作業,支払い
cluster146,ネット,アプリ,チケット,ショップ,メール,レビュー,デパート,スマホ,売り切れ,口コミ,取り扱い,サイト
cluster147,イベント,コーナー,サンフレッチェ,チャップリン,アンガールズ,レジーナ,レストラン,ロープーウェイ,ロボット,オススメスポット,エレベーター,コンクリート,イルミネーション,サイクリング,ロケーション,ロープウェー,ふれあい,ベビーカー,アトラクション,バラエティ,バージョン,チェックアウト,ケーブルカー,ハイキング,ライトアップ,アクセント,デートスポット,ショッピング,ロープウエイ,ビュースポット,ファミリー,スタジアム,づりつつ,じゅうたん,トースター,スニーカー,ホームページ,おじいちゃん,アスレチック,・・・・・,アパルトマン,プレゼント,コンサート,サッカー,ユニフォーム,テーマパーク,シャガール,ドレッシング,バーベキュー,ワークショップ,ぬいぐるみ,スポーツカー,プリンシェイク,おもちゃ,コースター,クリスマス,ダイビング,アストラム,アメリカン,スポーツ,キャンプ,パンフレット,バードウォッチング,オートキャンプ,森林公園,降り積る,ピースワンコ,ログハウス,打ちよせる,大河ドラマ,ポケモン,ポケモンセンター,コラボグッズ,コスプレ,バンガロー,プラネタリウム,スマホホルダー,マリンアクティビティー,サーフィン,アーチェリー
cluster148,イメージ,モニュメント,オブジェ,レプリカ,コラボ,コンセプト,バランス,スケール,ジオラマ,出来上がり,モチーフ,手作り,びねりの,シンボル,デザイン,イラスト,つくり,仕上がり
cluster149,スタッフ,レンタル,センター,スペース,メニュー,スクール,サービス,オープン,フロント,キャンパス,アトリエ,オーナー
cluster150,上げ下ろし,スリップ
cluster151,スロープ,スタンド,シーズン,ラウンド
cluster152,スタンプ,ショット
cluster153,プロセス,トンネル
cluster154,メリット,見どころ,タイプ,エリア,セット,オマケ,メイン,ラスト,レベル
cluster155,お好み焼き,コーヒー,クレープ,カスタード,チョコレート,フレーバー,おみやげ,スイーツ,ジュース,デザート,コンビニ,ブルーベリー,持ち帰り,クリーム,パンケーキ,イートイン,パン生地,スライス,ハンバーグ,ステーキ,ドリンク,ジェラート,おにぎり,アルコール,シャンプー,スムージー,ラーメン,タピオカ,スナック,バイキング,ソフトクリーム
cluster156,ニンジン,小春日和,ひな祭り,コスモス,サボテン,バリュー,アップル,だいこん,なでしこ,ひまわり,スズラン,どんぐり,カインズ,カルビー
cluster157,みはらし,さつき
cluster158,めぐり,しにせ,やけど,ホカロン
cluster159,我が家,あんこ,しおり,兄さん,しずか,ペット,はぐり,アトム,無愛想,母さん,かおり,ワンコ,しっぽ
cluster160,セリエ,リフト,スキー,スキーヤー,スノボ,オフピステ,ゲレンデ,テニス,ゴルフ,パター,スケート
cluster161,人込み,人混み
cluster162,森林浴,虫除け
cluster163,御朱印,お参り,お守り,厄払い
cluster164,蒸し風呂,水風呂,サウナ
cluster165,滑り台,遊び場
cluster166,海水浴,水遊び,プール,ビーチ
cluster167,ランチ,カフェ,子連れ,居酒屋,ディナー,スタバ,グルメ,コメダ
cluster168,無人島,手ぶら
cluster169,ホテル,露天風呂,日帰り,泊まり,カップル,修学旅行,デート
cluster170,買い物,帰り道,山登り,雨降り,お出かけ,土砂降り,魚釣り,紅葉狩り,出掛け
cluster171,自転車,クルマ,バイク,乗り物,乳母車,車椅子,人力車,自動車
cluster172,県外,市町村,ガレキ,戸建て
cluster173,飛行機,新幹線,航空機,離着陸
cluster174,我が国,核兵器,バイデン,特攻隊,自衛隊
cluster175,アーチ,レンガ,石積み
cluster176,鍾乳石,石灰岩
cluster177,渡し船,イカダ,ボート,引き潮,吊り橋,カヌー
cluster178,夕暮れ,その道,ライト,カーブ,乗り場,街並み,市バス,バス停,町並み,海沿い,市役所,潜望鏡,上り坂,売り場,タワー,博物館,そごう,土産物,駐輪場,遊歩道,トイレ,回り道,自販機,双眼鏡,市街地,雪景色,ふもと,西向き,入り口,道のり,夜通し,美術館,フロア,月明かり,停留所,イルミ,望遠鏡,図書館,交差点,地下街,文化財,ロビー,ホール,大崎下島,夕焼け,宝物殿,体育館,テント,ランプ,天文台,河川敷,並木道,日中,日差し,ツリー,明かり,作業場
cluster179,竹細工,湯呑み,箸置き,縁起物,型染め,風柄,絵柄
cluster180,アナゴ,太刀魚,塩焼き,遊漁船,磯魚
cluster181,ウサギ,水族館,スナメリ,クラゲ,アザラシ,ウズラ,パンダ,シマウマ,キリン,クジラ,ライオン
cluster182,カブト虫,ホタル,トンボ
cluster183,メダカ,生き物,田んぼ
cluster184,メジロ,鳴き声
cluster185,イチゴ,レモン,苺,みかん,ミカン,はっさく,ピオーネ,葡萄,リンゴ,ブドウ,ジャム,いちご
cluster186,チーズ,ムース
cluster187,アイス,パフェ,チョコ,ケーキ,プリン
cluster188,和菓子,手土産,ラスク,お菓子
cluster189,カレー,なまこ,スープ,グラタン,パスタ,ソース,天ぷら,ビーフ,サラダ,茶碗蒸し,オムレツ,コンソメ,うどん,味噌汁,おかず,明太子,練り物,味付け
cluster190,手拭き,から口
cluster191,食べ物,ワイン,乳製品,ビール,ジビエ,飲み物
cluster192,吉和,和銅,吉舎,呉線,口和
cluster193,佐藤,須田,瀬戸,塩田,倉本,樋口,山野,赤松,森,垣内,清水,仙石,山中,辻村
cluster194,須佐,三方,大橋,尼子,岩屋,安室,滝,雄滝,入野,和智,鞆,竹屋,川床
cluster195,鹿島橋,鹿島
cluster196,高原,赤来,神石
cluster197,宋,滄浪,高麗
cluster198,朝日,弥生
cluster199,三和,日吉
cluster200,万葉
cluster201,砂子
cluster202,葉,里,通,響,村,世,銘,千,紋,勘,衛門,祁,郡
cluster203,揚,止,開,取
cluster204,甘い,渋,辛口
cluster205,珍,遊,自,雑,凡
cluster206,桃,梅,還暦,ゆず,柑橘,実,南国,温州,梨,芽,柿,幹,糖度,栗,完熟
cluster207,スギ,芝,檜,竹,枝ぶり,杉,ブナ,竹筆,榧,林家,芝目
cluster208,鶴,神,紅,亀,福,伏,羅,咲,蘭,桂,天,河
cluster209,塚,堀,堤,並木,松
cluster210,榊,藤,田,柳
cluster211,浦,浜,瀬,江
cluster212,多人,多,倉,倉社
cluster213,街路樹,洋,耕,扇舞,広い,広い帯,茸,錦帯,黙浴,頼,和令,弘,秀策,一郎,于武陵,翁座,周長,厚長,直,倫,信,次郎,夏樹,天婦,晃,備,綱,治,木樹,誓,錦,盛
cluster214,川,木雨,干水,夜間水,中央火,木道,横水,川水,夏水,横目
cluster215,木水,金財,木火,金火,土水,日水,金水
cluster216,戦後,二目,2,日,話目,零戦,開幕戦,終戦,二,戦前,日次,17,10,夏目,29,明治,五,下層階,八,00,三次,木,11,三,回目,一,後期軍,金,十,一面,学徒,元年,土,後期,年,一度,六,.,大正,4,終末期,二階,一杯,末期,最大級
cluster217,記念碑,記念像,慰霊碑,記念,慰霊,石碑,文学碑,寺碑,建立,偲ぶ,開基,生誕,追悼,追悼碑,供養,台座,供養墓,扁額,創建,句碑,碑文,歌碑,胸像,標柱
cluster218,鎮守,幣,鎮護,統御,学問,国守,分霊,信仰,守護,貨幣
cluster219,参拝,奉納,初詣,参詣,朱印,祈祷,賽銭,入山,参拝者
cluster220,神社,鳥居,境内,厳島,神木,本殿,大社,参道,護国,拝殿,社務,宮司,那智
cluster221,仏教,座禅,禅宗,参禅,禅,儒学,瞑想
cluster222,線香,経机,護摩
cluster223,寺,お寺,山門,名刹,真言宗,寺院,本堂,堂宇,浄土宗,方丈,経文,住職,臨済宗,廃寺,門前,金堂,僧
cluster224,観音,稲荷,菩薩,弁天,如来,羅漢,帝釈,地蔵,薬師
cluster225,石仏,仏像,行基,国宝,石塔,坐像,重文,大仏
cluster226,仁王像,燈国師
cluster227,道雄,郁夫,儀一
cluster228,耕三,省吾,直哉,喜一,英治,賢治
cluster229,聰,民喜,元春,満之,鱒二
cluster230,紀章
cluster231,小童,蘆江,七浦,和作,楙倫,政範,学徳,筆塚,道隆
cluster232,往,副使,遷
cluster233,公館,玉垣,横綱,海舟,総理,車夫,閣,内館,子弟,官舎,首相,旧居,大臣
cluster234,元就,平家,家康,秀吉,清盛,家光,利家,道真,源氏
cluster235,浪士,大獄,志士,直弼
cluster236,藩士,家臣,幕府,支藩,家臣筋,忠真,大名
cluster237,家族連れ,子供服,子供連れ,甥っ子,就学児
cluster238,人達,人々,外国,女性,世代,先人,皆人,大勢,代陣,代,女性人,外国人,倍人,世代車,男性
cluster239,悲劇,祈り,祈願,新婚,願い,命,恋人,歳月,出会,物語,艱難,彼氏,架空,生涯,青春,安産,祈念,婚,子宝,想い,長寿,逢瀬,成婚,厄年,情熱
cluster240,年長,学年,小学
cluster241,小学校,小学生,中学生,高校生,夏やすみ,中学校,春休み,幼稚園,夏休み
cluster242,子供,大人,子ども,こども
cluster243,時代,現役,農学部,女子,昔,大学,大学院,学生
cluster244,地元,某,近所,ユニ,近隣,ジム,ミニ,自宅,J,プチ,日頃
cluster245,息子,娘,孫,父親,母,祖母,両親,親
cluster246,家族,夫婦,主人,夫
cluster247,友人,友達,相方,親戚
cluster248,一族,生家,子孫,母方,養子
cluster249,子,子人,志麻,子体
cluster250,外側,内部,周り,ココ,足元,周囲,辺り,そば,裏側,合間,箇所,傍,其処,所々
cluster251,上下,交互,対称
cluster252,東西,隣接,隣,境
cluster253,横,奥,真横,正面,手前,右端,上部,端,斜め
cluster254,鉄柱,左手,腕,腰,肘,絵筆,袖,右手,肩,両手,首,拳骨,袖口
cluster255,便利,各種,多彩,簡易,手軽
cluster256,規模,大
cluster257,大きい,大小
cluster258,重,異,高,無,有料
cluster259,世界,各国,各地,国内,全国,他国,現地
cluster260,非,正規
cluster261,新型,後続,新,同型
cluster262,種類,個
cluster263,複数,全部,両方
cluster264,個人,一般
cluster265,中心,全体
cluster266,唯一,現在,一部
cluster267,無形,有形
cluster268,人気店,人気
cluster269,名作,聖地,至宝
cluster270,有数,随一
cluster271,老舗,名門,伝統
cluster272,名物,当地
cluster273,代表,出身
cluster274,絵本,童話,児童
cluster275,詩人,文学
cluster276,作品,作家
cluster277,小説,漫画
cluster278,美術,画家,絵画,画展,書画,画廊,版画
cluster279,写真,宝物,遺品,資料,実物,撮影,写真絵,原寸,地形,文字,列,映像,画面,直筆,年表,品数,焼印,目印,画伯,肉眼,資料類,音声,地図,宝,看板,毛筆,事績,原本,品々,書物,ナビ,達筆,用紙,表札,標識,勲章,動画,活版,印刷
cluster280,神秘,水上,近代,動物,原始,水辺,魚類,野生,水中,恐竜,昆虫,翼,原生,植物,生物,飛行,古代
cluster281,核,原爆,原子,爆弾
cluster282,模型,技術,科学,文化,学科,造形,芸術,実験,研究,総合,工作
cluster283,国防,外交
cluster284,戦争,兵隊,兵士
cluster285,商業,産業,農村,農業
cluster286,幹部,職員,団体,市民,福祉,行政
cluster287,映画,拍手,舞台,監督,演出,席,観客,大声,甲高い声,桟敷,客席,映画館,声量,演劇,音響,公演
cluster288,水着,体操,水泳
cluster289,武術,弓道
cluster290,球場,外野,野球
cluster291,選手,試合
cluster292,大会,競技
cluster293,五輪
cluster294,診療,病院,検温,眼科
cluster295,修学,女子大生
cluster296,学校,先生,教育,研修,講習,教師,合宿,講師,課外,塾,教室
cluster297,台風,猛暑,天気,冬,梅雨,天気雨,秋,気温,寒波,温度,夏,真夏,小雨,暑い,晩秋,豪雨,涼しい,日傘,気象,気候,夏場,寒暖差,積雪,春先,災害,春,避暑
cluster298,行列,長蛇
cluster299,慢性,人手
cluster300,混雑,満員,人出
cluster301,連休,車内,時刻,仕事帰り,お昼,夕方,夜,帰る,週末,夜行,帰宅,休日,昼間,通勤,休業,帰省,日没,休暇,遠出,車中,昼
cluster302,食事,昼食,売店,売店車,喫茶,処,軽食,食堂,朝食
cluster303,料金,値段,割引,安さ
cluster304,旅館,宿,宿泊,客室,泊,滞在
cluster305,再訪,店舗,店先,お客,施設,電子,業務,任務,挨拶,会社,訪問,外客,本店,庭師,店員,営業,仕事,常連,伝言,役目,喋り,設備,訪,工場,作業,大家,苦情,顧客,機材,銀行,開業,対面,謝罪,面積,座り,電話,窓口,売場,携帯,株,業者,応対,工房,接客,繁盛,店主
cluster306,地獄,大軍,地獄絵,代官屋,絵図,巣窟,代官,窟,大群
cluster307,信号機,電動,変速,水車,滑車
cluster308,灯,燈
cluster309,盆,椅子,イス,座敷
cluster310,人形,藁
cluster311,籠,舟
cluster312,神輿,灯篭
cluster313,カゴ
cluster314,曳山
cluster315,海道,細道,戦国,天竺鼠,話術,舟唄,忍者,街道,太鼓,雁木,碁,乙女,甲冑,達人,古本,芸人,必勝,能面
cluster316,海風,海辺,海岸,吹き抜ける風,潮風,砂浜,沖,海浜,浜辺,潮,うず,大波
cluster317,木陰,小径,高台,丘,背,陰,崖,淵
cluster318,渦,螺旋,砂,雷,霧,礫,氷
cluster319,蜂,蚊,雛,小鳥,鳥,蝶,巣
cluster320,猫,ネコ,ねこ,杓子
cluster321,鹿,シカ,羊,ヤギ
cluster322,蛇,鬼
cluster323,妖怪,天狗
cluster324,ゾウ,サル,猿
cluster325,ユリ,ゆり
cluster326,ソラ,リサ,ナギ
cluster327,神楽,椿,姫,のけ
cluster328,ネギ,汐音,桂馬
cluster329,紺碧,夜空,青空,星空
cluster330,風鈴,四季,雪見,純,蛍,鈴,清流
cluster331,フー,ゲン,トラ,ワン,バン,パル,ハス,ボー,ベア
cluster332,パス,マン,ギア,ソリ
cluster333,サブ,モチ,カビ,ロク,串,シダ,コイ,ミノ,カシ,ボヤ,ササ,コケ
cluster334,あき,しこ,まと,しまなみ,あん,おじ,けん,よさ,くろ,ねり,ひつ,しゃ,ふじ,サン,うみ,れん,とん,はら,どく,うた,ぐら,ちく,はや,くりかた
cluster335,スープ味,脂,抹茶,風味,抹茶味,匂い,甘み,香り,赤み,香水,ミルク味,趣味,コク
cluster336,ゴム,靴,指輪,手袋
cluster337,紙袋,缶,お守り袋
cluster338,生地,真鍮,素材,芯,厚手
cluster339,布団,絨毯,着物,敷物,布巾
cluster340,ＪＴ,喫煙,煙草
cluster341,息,舌
cluster342,乳,尺八
cluster343,ゴミ,汗,水分,多量,糞,涙,冷や汗,垢,大粒
cluster344,消化,消化器
cluster345,足腰,健脚
cluster346,衰弱,神経
cluster347,風邪,体調
cluster348,妊婦,高齢
cluster349,身体,肌,健康
cluster350,胃
cluster351,聴覚
cluster352,分煙
cluster353,磁器,皿,陶,茶碗,色絵,小鉢,食器,小皿
cluster354,薬草,砂鉄,人骨,農具,石器,山菜
cluster355,陶芸,木工,染物,工芸,和紙,漆,陶芸工,藍染
cluster356,料理酒,酒屋,地酒,原酒,酒蔵,美酒鍋
cluster357,パン,饅頭,醤油,ぱん,麦,お茶,菓子,銘菓,ちり,焼く,芋,餡,薄皮,丼,練乳,蔵,蜂蜜,酒粕,珈琲,ご飯,豆腐,漬物,定食,炊き,焼酎,御飯,干し,炊飯,釜飯,洗濯,牛乳,高菜,煮,麦茶,乳液,茶,餅
cluster358,カニ,穴子,牡蠣,あじ,蛸,海老,カキ,アジ,エビ,ウニ,かき,鯛
cluster359,食品,食料,生鮮,冷凍
cluster360,海鮮,鮮魚,炭火
cluster361,肉,豚肉
cluster362,果物,野菜
cluster363,料理,食材
cluster364,惣菜,寿司,弁当,ピザ
cluster365,地産
cluster366,温泉,風呂,湯,浴室,露天,湯船,銭湯,入浴,足湯,お湯,浴槽,薬湯,浴場,内湯
cluster367,襖絵,襖
cluster368,床,壁,天井,床板,段差
cluster369,格子,塀
cluster370,窓,雨戸,扉
cluster371,ガラス越し
cluster372,垂木,屋根,屋根付き,切妻,塔屋
cluster373,民家,古,古塔
cluster374,商家,豪商,町家
cluster375,城壁,聖堂,市街,教会
cluster376,建物,建築,建造,家屋
cluster377,邸宅,廃墟,洋館,屋敷
cluster378,公共,水道,温水,公営
cluster379,屋外,室内,野外
cluster380,園内,店内,館内
cluster381,用便,部屋,廊下,玄関,台所
cluster382,円形,敷,和風,折衷,方形,洋風,常緑
cluster383,朱色,青,黒,オレンジ色,黄色,緑,白色,白,朱塗り,瓦,背景色,ワイン造り,赤,緑色,葺き,漆喰,基調,瓦造り,葺,淡い,漆喰塗り,レンガ造り,赤糸,薄紫色
cluster384,解放感,爽快感,罪悪感,高級感,臨場感,緊張感,存在感,清潔感,安定感,厚感,達成感,重厚感,親近感,安心感
cluster385,距離感,距離
cluster386,空気感,空気
cluster387,食べ放題,詰め放題,座り心地,そば打ち,立ち乗り
cluster388,坂道,昇り,登り,階段,急坂,石段,上り
cluster389,歩き,歩き疲れ
cluster390,踏み,蹴り
cluster391,滑り,泳ぎ
cluster392,ラメ,浮き
cluster393,払い込み,込,だり,込む
cluster394,入れ,納め,入り
cluster395,見,食べ,見せ,やり,聞く,残し,伝え,遣っ
cluster396,移動,乗る,もと,つれ,のび,戻り
cluster397,押し,流れ,流し
cluster398,汲み
cluster399,ロウ付け,おむつ替え,立て,立つ,もぎ,しぼりたて
cluster400,関係者,経験,がい者,創設者,経験者
cluster401,生活,生活者
cluster402,指導者,指導
cluster403,管理,管理者
cluster404,利用,購入額,利用者,利用人
cluster405,褒美,贈答,普段使い
cluster406,警報,発令
cluster407,処理,対応,転換,調整,変更,廃止,解消
cluster408,制限,禁止,解除
cluster409,決済,期限,点灯,失効
cluster410,予約,案内,入場,紹介,制作,所有,持参,解説,受付,遅刻,販売,連絡,製作,用意,製造,確認,購入,作成,補足,収容,公開,同伴,集合,返却,私物,回答,日時
cluster411,保存,復興,再建,復元,発掘
cluster412,修繕,工事,改修,老朽,改装,修理,整備,建設
cluster413,活動,応援,交流,支援
cluster414,勉強,予習,学び
cluster415,収集,情報,知識
cluster416,変化,影響,誕生,成長
cluster417,隆盛,流行
cluster418,犠牲,産み,利益,被害
cluster419,投下,火傷,衝突,沈没,対策,降下,故障,怪我,予防,感染,遭難,汚染,消毒,浸食,進入
cluster420,予約制,会員制
cluster421,入館,入館者,定休,閉館,休館
cluster422,観察,散策,眺め,狩り,散歩,観戦,録画,遊ぶ,鑑賞,観賞
cluster423,展示,花見,会場,開催,花火,祭り,展覧,行事
cluster424,見学,乗船場,体験,試飲,体験型,乗船,発酵,体験者,見学者
cluster425,関心,興味,愛着
cluster426,価値,意義
cluster427,威力,効果
cluster428,真価
cluster429,良否
cluster430,風情,風格,格式,威容,趣き,趣
cluster431,迫力,圧巻,満点
cluster432,満載,宝庫
cluster433,見所,特徴,要素,個性,特色
